founded,industry,count
1911,internet,1
1911,international affairs,2
1912,arts and crafts,6
1912,banking,35
1912,hospital & health care,54
1912,railroad manufacture,1
1912,hospitality,37
1912,retail,56
1912,chemicals,19
1912,plastics,5
1912,machinery,45
1912,judiciary,3
1912,electrical/electronic manufacturing,32
1912,textiles,13
1912,public policy,1
1912,industrial automation,8
1912,media production,3
1912,events services,12
1912,import and export,6
1912,sporting goods,1
1912,internet,1
1912,program development,1
1912,philanthropy,7
1912,environmental services,3
1912,fishery,1
1912,food & beverages,40
1912,museums and institutions,15
1912,management consulting,6
1912,"leisure, travel & tourism",29
1912,primary/secondary education,25
1912,"glass, ceramics & concrete",11
1912,mining & metals,27
1912,sports,74
1912,maritime,20
1912,civic & social organization,41
1912,public relations and communications,2
1912,consumer electronics,3
1912,design,4
1912,farming,9
1912,transportation/trucking/railroad,18
1912,commercial real estate,3
1912,paper & forest products,7
1912,semiconductors,1
1912,restaurants,4
1912,online media,1
1912,information services,3
1912,tobacco,1
1912,shipbuilding,1
1912,construction,98
1912,government administration,40
1912,law enforcement,7
1912,public safety,4
1912,fine art,4
1912,marketing and advertising,22
1912,publishing,12
1912,education management,60
1912,insurance,50
1912,mental health care,3
1912,building materials,42
1912,furniture,21
1912,food production,36
1912,pharmaceuticals,13
1912,logistics and supply chain,15
1912,investment management,8
1912,computer software,1
1912,legal services,12
1912,broadcast media,3
1912,international trade and development,5
1912,medical devices,13
1912,executive office,3
1912,fund-raising,2
1912,writing and editing,1
1912,aviation & aerospace,2
1912,biotechnology,1
1912,mechanical or industrial engineering,38
1912,dairy,2
1912,music,10
1912,financial services,22
1912,automotive,36
1912,consumer goods,19
1912,individual & family services,20
1912,human resources,8
1912,warehousing,3
1912,apparel & fashion,11
1912,law practice,34
1912,printing,28
1912,medical practice,10
1912,ranching,2
1912,entertainment,13
1912,wine and spirits,11
1912,real estate,38
1912,religious institutions,25
1912,"health, wellness and fitness",20
1912,information technology and services,14
1912,utilities,24
1912,consumer services,16
1912,motion pictures and film,2
1912,architecture & planning,18
1912,political organization,9
1912,accounting,15
1912,military,3
1912,telecommunications,10
1912,package/freight delivery,2
1912,photography,3
1912,cosmetics,1
1912,civil engineering,10
1912,wholesale,38
1912,non-profit organization management,164
1912,renewables & environment,9
1912,luxury goods & jewelry,14
1912,professional training & coaching,59
1912,newspapers,13
1912,higher education,68
1912,government relations,6
1912,business supplies and equipment,9
1912,oil & energy,24
1912,packaging and containers,9
1912,recreational facilities and services,9
1912,libraries,9
1912,facilities services,7
1912,security and investigations,6
1912,research,9
1912,performing arts,3
1912,international affairs,1
1912,defense & space,1
1913,textiles,12
1913,primary/secondary education,21
1913,education management,55
1913,automotive,40
1913,maritime,10
1913,research,10
1913,civic & social organization,26
1913,professional training & coaching,7
1913,consumer goods,15
1913,performing arts,8
1913,government relations,9
1913,business supplies and equipment,5
1913,government administration,65
1913,"leisure, travel & tourism",9
1913,logistics and supply chain,7
1913,computer hardware,1
1913,utilities,15
1913,international trade and development,10
1913,pharmaceuticals,4
1913,restaurants,5
1913,photography,1
1913,information services,1
1913,public relations and communications,1
1913,ranching,1
1913,motion pictures and film,4
1913,"glass, ceramics & concrete",7
1913,internet,1
1913,political organization,7
1913,mental health care,6
1913,non-profit organization management,108
1913,renewables & environment,5
1913,packaging and containers,10
1913,environmental services,6
1913,commercial real estate,4
1913,transportation/trucking/railroad,25
1913,facilities services,6
1913,farming,19
1913,medical practice,8
1913,chemicals,10
1913,telecommunications,5
1913,graphic design,1
1913,medical devices,4
1913,design,5
1913,management consulting,4
1913,human resources,3
1913,military,3
1913,staffing and recruiting,1
1913,computer & network security,1
1913,banking,37
1913,industrial automation,12
1913,recreational facilities and services,7
1913,hospital & health care,48
1913,publishing,16
1913,mining & metals,15
1913,machinery,31
1913,wholesale,40
1913,"health, wellness and fitness",17
1913,food production,29
1913,investment banking,1
1913,defense & space,2
1913,fine art,2
1913,writing and editing,3
1913,aviation & aerospace,3
1913,program development,1
1913,luxury goods & jewelry,2
1913,investment management,2
1913,electrical/electronic manufacturing,16
1913,mechanical or industrial engineering,28
1913,apparel & fashion,17
1913,real estate,25
1913,law enforcement,7
1913,retail,28
1913,individual & family services,13
1913,veterinary,3
1913,sports,62
1913,fund-raising,2
1913,building materials,30
1913,construction,77
1913,philanthropy,10
1913,paper & forest products,1
1913,shipbuilding,6
1913,entertainment,12
1913,civil engineering,9
1913,airlines/aviation,3
1913,supermarkets,1
1913,music,4
1913,consumer services,5
1913,e-learning,1
1913,tobacco,1
1913,dairy,1
1913,international affairs,1
1913,public safety,3
1913,libraries,15
1913,higher education,50
1913,religious institutions,27
1913,insurance,38
1913,hospitality,46
1913,printing,22
1913,marketing and advertising,11
1913,computer software,4
1913,law practice,25
1913,legal services,13
1913,architecture & planning,11
1913,accounting,19
1913,information technology and services,12
1913,oil & energy,17
1913,food & beverages,32
1913,museums and institutions,16
1913,public policy,8
1913,executive office,3
1913,financial services,17
1913,furniture,12
1913,media production,9
1913,newspapers,10
1913,sporting goods,1
1913,events services,9
1913,wine and spirits,8
1913,plastics,3
1913,import and export,4
1913,arts and crafts,2
1913,package/freight delivery,1
1913,security and investigations,1
1913,wireless,2
1913,think tanks,1
1914,real estate,23
1914,"health, wellness and fitness",9
1914,mental health care,6
1914,computer software,1
1914,civil engineering,8
1914,facilities services,3
1914,judiciary,1
1914,international trade and development,5
1914,civic & social organization,25
1914,legal services,9
1914,museums and institutions,11
1914,renewables & environment,4
1914,public relations and communications,4
1914,building materials,21
1914,farming,5
1914,military,1
1914,sporting goods,4
1914,media production,3
1914,arts and crafts,2
1914,security and investigations,5
1914,design,4
1914,law practice,26
1914,chemicals,15
1914,insurance,46
1914,religious institutions,24
1914,banking,32
1914,government relations,4
1914,law enforcement,7
1914,ranching,1
1914,marketing and advertising,8
1914,retail,36
1914,music,6
1914,packaging and containers,9
1914,information services,2
1914,medical devices,5
1914,railroad manufacture,5
1914,internet,1
1914,photography,2
1914,warehousing,3
1914,supermarkets,1
1914,motion pictures and film,1
1914,furniture,12
1914,defense & space,3
1914,"glass, ceramics & concrete",4
1914,e-learning,3
1914,veterinary,1
1914,computer games,1
1914,fishery,1
1914,industrial automation,2
1914,government administration,34
1914,printing,16
1914,investment management,3
1914,non-profit organization management,84
1914,hospital & health care,46
1914,philanthropy,7
1914,utilities,5
1914,wholesale,21
1914,food & beverages,30
1914,education management,42
1914,higher education,39
1914,consumer goods,22
1914,consumer services,8
1914,events services,9
1914,think tanks,2
1914,accounting,9
1914,cosmetics,1
1914,graphic design,5
1914,recreational facilities and services,8
1914,public safety,3
1914,newspapers,7
1914,writing and editing,1
1914,investment banking,1
1914,shipbuilding,1
1914,staffing and recruiting,1
1914,international affairs,1
1914,biotechnology,1
1914,luxury goods & jewelry,9
1914,automotive,48
1914,fine art,5
1914,"leisure, travel & tourism",8
1914,mining & metals,18
1914,mechanical or industrial engineering,23
1914,logistics and supply chain,12
1914,financial services,23
1914,construction,75
1914,executive office,3
1914,food production,30
1914,hospitality,23
1914,airlines/aviation,1
1914,medical practice,13
1914,oil & energy,17
1914,consumer electronics,2
1914,plastics,2
1914,machinery,34
1914,performing arts,3
1914,dairy,4
1914,telecommunications,12
1914,public policy,5
1914,entertainment,7
1914,information technology and services,7
1914,fund-raising,3
1914,individual & family services,8
1914,aviation & aerospace,4
1914,professional training & coaching,4
1914,management consulting,6
1914,transportation/trucking/railroad,29
1914,apparel & fashion,9
1914,sports,43
1914,electrical/electronic manufacturing,16
1914,restaurants,10
1914,maritime,11
1914,business supplies and equipment,6
1914,paper & forest products,9
1914,research,7
1914,libraries,3
1914,alternative medicine,1
1914,human resources,3
1914,architecture & planning,5
1914,environmental services,4
1914,textiles,11
1914,import and export,6
1914,publishing,13
1914,primary/secondary education,12
1914,wine and spirits,3
1914,pharmaceuticals,1
1914,commercial real estate,4
1914,animation,1
1914,alternative dispute resolution,1
1914,political organization,1
1915,libraries,9
1915,logistics and supply chain,13
1915,higher education,33
1915,real estate,29
1915,financial services,14
1915,insurance,36
1915,religious institutions,20
1915,government administration,37
1915,education management,47
1915,legal services,11
1915,primary/secondary education,28
1915,ranching,1
1915,mental health care,7
1915,food & beverages,20
1915,building materials,18
1915,music,5
1915,management consulting,10
1915,environmental services,7
1915,entertainment,9
1915,pharmaceuticals,10
1915,apparel & fashion,9
1915,tobacco,3
1915,program development,1
1915,internet,2
1915,public relations and communications,1
1915,luxury goods & jewelry,2
1915,automotive,31
1915,wholesale,15
1915,food production,27
1915,furniture,8
1915,textiles,9
1915,law enforcement,11
1915,telecommunications,2
1915,medical devices,14
1915,newspapers,14
1915,utilities,5
1915,retail,22
1915,consumer services,10
1915,hospitality,31
1915,banking,37
1915,civic & social organization,26
1915,packaging and containers,3
1915,warehousing,4
1915,maritime,7
1915,veterinary,4
1915,sporting goods,4
1915,broadcast media,1
1915,political organization,2
1915,fund-raising,2
1915,marketing and advertising,4
1915,dairy,2
1915,renewables & environment,2
1915,fishery,2
1915,alternative dispute resolution,1
1915,consumer electronics,1
1915,civil engineering,12
1915,international trade and development,6
1915,oil & energy,9
1915,non-profit organization management,84
1915,mechanical or industrial engineering,26
1915,human resources,1
1915,import and export,6
1915,chemicals,9
1915,shipbuilding,2
1915,information technology and services,6
1915,publishing,12
1915,investment banking,1
1915,philanthropy,10
1915,media production,5
1915,writing and editing,4
1915,research,2
1915,computer networking,1
1915,"leisure, travel & tourism",1
1915,plastics,1
1915,aviation & aerospace,5
1915,transportation/trucking/railroad,12
1915,accounting,9
1915,consumer goods,8
1915,recreational facilities and services,6
1915,electrical/electronic manufacturing,19
1915,professional training & coaching,4
1915,defense & space,2
1915,computer software,3
1915,printing,7
1915,farming,9
1915,sports,20
1915,industrial automation,13
1915,public safety,5
1915,biotechnology,2
1915,security and investigations,3
1915,medical practice,7
1915,events services,6
1915,paper & forest products,4
1915,motion pictures and film,3
1915,international affairs,2
1915,design,3
1915,supermarkets,1
1915,semiconductors,1
1915,executive office,1
1915,hospital & health care,42
1915,military,5
1915,commercial real estate,3
1915,public policy,3
1915,mining & metals,14
1915,construction,47
1915,law practice,28
1915,individual & family services,15
1915,machinery,20
1915,architecture & planning,5
1915,facilities services,9
1915,performing arts,9
1915,business supplies and equipment,5
1915,wine and spirits,3
1915,government relations,5
1915,cosmetics,2
1915,museums and institutions,6
1915,"health, wellness and fitness",6
1915,information services,4
1915,animation,1
1915,judiciary,1
1915,investment management,1
1916,"leisure, travel & tourism",2
1916,"glass, ceramics & concrete",6
1916,oil & energy,16
1916,management consulting,7
1916,retail,21
1916,maritime,10
1916,utilities,9
1916,hospitality,18
1916,legal services,10
1916,religious institutions,23
1916,real estate,33
1916,banking,44
1916,construction,48
1916,civil engineering,9
1916,package/freight delivery,1
1916,"health, wellness and fitness",8
1916,business supplies and equipment,4
1916,entertainment,7
1916,furniture,8
1916,political organization,4
1916,restaurants,3
1916,public relations and communications,3
1916,internet,1
1916,program development,1
1916,professional training & coaching,3
1916,cosmetics,1
1916,events services,6
1916,newspapers,16
1916,law enforcement,4
1916,shipbuilding,4
1916,wine and spirits,7
1916,chemicals,24
1916,consumer goods,9
1916,food production,17
1916,paper & forest products,9
1916,financial services,42
1916,broadcast media,1
1916,consumer electronics,1
1916,libraries,11
1916,luxury goods & jewelry,5
1916,human resources,3
1916,research,8
1916,international trade and development,7
1916,fine art,3
1916,arts and crafts,2
1916,music,4
1916,executive office,1
1916,capital markets,1
1916,environmental services,1
1916,online media,1
1916,biotechnology,1
1916,supermarkets,1
1916,staffing and recruiting,1
1916,motion pictures and film,1
1916,facilities services,4
1916,building materials,16
1916,education management,44
1916,apparel & fashion,12
1916,plastics,4
1916,mining & metals,18
1916,architecture & planning,10
1916,publishing,11
1916,law practice,20
1916,mental health care,2
1916,fishery,1
1916,security and investigations,2
1916,packaging and containers,4
1916,design,3
1916,writing and editing,2
1916,warehousing,2
1916,media production,1
1916,farming,9
1916,mechanical or industrial engineering,34
1916,automotive,51
1916,museums and institutions,12
1916,accounting,14
1916,transportation/trucking/railroad,19
1916,hospital & health care,52
1916,marketing and advertising,8
1916,food & beverages,25
1916,electrical/electronic manufacturing,15
1916,telecommunications,3
1916,sports,33
1916,pharmaceuticals,10
1916,commercial real estate,3
1916,military,5
1916,industrial automation,5
1916,government administration,26
1916,public safety,7
1916,fund-raising,2
1916,dairy,5
1916,consumer services,10
1916,judiciary,1
1916,performing arts,3
1916,public policy,2
1916,airlines/aviation,1
1916,import and export,2
1916,international affairs,2
1916,logistics and supply chain,11
1916,insurance,32
1916,medical devices,5
1916,printing,24
1916,non-profit organization management,99
1916,wholesale,21
1916,individual & family services,11
1916,higher education,43
1916,information technology and services,5
1916,machinery,35
1916,government relations,7
1916,textiles,15
1916,primary/secondary education,17
1916,philanthropy,7
1916,information services,2
1916,civic & social organization,22
1916,recreational facilities and services,12
1916,computer software,2
1916,medical practice,10
1916,defense & space,2
1916,think tanks,3
1916,aviation & aerospace,4
1916,veterinary,1
1916,investment management,4
1916,animation,1
1917,publishing,10
1917,machinery,45
1917,design,4
1917,food production,23
1917,mining & metals,17
1917,primary/secondary education,22
1917,construction,63
1917,textiles,17
1917,government relations,3
1917,insurance,47
1917,arts and crafts,3
1917,oil & energy,15
1917,"leisure, travel & tourism",6
1917,wine and spirits,6
1917,airlines/aviation,4
1917,packaging and containers,8
1917,public policy,9
1917,import and export,7
1917,think tanks,1
1917,biotechnology,4
1917,defense & space,2
1917,sporting goods,3
1917,writing and editing,4
1917,alternative dispute resolution,1
1917,human resources,1
1917,legislative office,1
1917,investment management,2
1917,package/freight delivery,1
1917,entertainment,8
1917,religious institutions,17
1917,non-profit organization management,111
1917,environmental services,10
1917,furniture,7
1917,"health, wellness and fitness",12
1917,civic & social organization,38
1917,music,5
1917,media production,6
1917,performing arts,6
1917,management consulting,6
1917,philanthropy,8
1917,consumer goods,25
1917,law practice,28
1917,political organization,4
1917,public relations and communications,5
1917,maritime,13
1917,internet,1
1917,international affairs,1
1917,motion pictures and film,2
1917,warehousing,3
1917,computer networking,1
1917,supermarkets,1
1917,marketing and advertising,24
1917,higher education,47
1917,electrical/electronic manufacturing,26
1917,hospitality,31
1917,telecommunications,4
1917,recreational facilities and services,6
1917,mechanical or industrial engineering,56
1917,architecture & planning,9
1917,consumer services,12
1917,medical practice,4
1917,museums and institutions,7
1917,banking,41
1917,dairy,4
1917,food & beverages,22
1917,libraries,11
1917,research,10
1917,outsourcing/offshoring,1
1917,sports,30
1917,transportation/trucking/railroad,17
1917,luxury goods & jewelry,9
1917,aviation & aerospace,8
1917,fund-raising,5
1917,information technology and services,4
1917,military,13
1917,program development,2
1917,online media,2
1917,public safety,9
1917,veterinary,3
1917,ranching,2
1917,fine art,3
1917,railroad manufacture,2
1917,security and investigations,2
1917,professional training & coaching,1
1917,shipbuilding,1
1917,hospital & health care,43
1917,farming,19
1917,chemicals,18
1917,real estate,41
1917,law enforcement,11
1917,events services,5
1917,automotive,53
1917,legal services,9
1917,renewables & environment,6
1917,facilities services,10
1917,wholesale,20
1917,paper & forest products,4
1917,retail,41
1917,printing,15
1917,building materials,28
1917,pharmaceuticals,7
1917,medical devices,10
1917,information services,3
1917,semiconductors,1
1917,broadcast media,2
1917,market research,1
1917,staffing and recruiting,1
1917,cosmetics,1
1917,mental health care,2
1917,accounting,21
1917,apparel & fashion,6
1917,utilities,11
1917,logistics and supply chain,8
1917,executive office,6
1917,civil engineering,10
1917,education management,45
1917,financial services,28
1917,government administration,26
1917,individual & family services,13
1917,newspapers,8
1917,photography,5
1917,international trade and development,7
1917,restaurants,4
1917,industrial automation,4
1917,business supplies and equipment,7
1917,alternative medicine,2
1917,"glass, ceramics & concrete",4
1917,plastics,4
1917,commercial real estate,5
1917,e-learning,2
1918,consumer goods,24
1918,consumer electronics,7
1918,financial services,12
1918,business supplies and equipment,9
1918,higher education,43
1918,hospital & health care,54
1918,wholesale,36
1918,government administration,32
1918,information technology and services,11
1918,events services,4
1918,education management,41
1918,mining & metals,15
1918,accounting,23
1918,international trade and development,6
1918,farming,9
1918,apparel & fashion,13
1918,music,4
1918,civil engineering,12
1918,medical practice,5
1918,executive office,5
1918,sporting goods,9
1918,fine art,3
1918,think tanks,1
1918,railroad manufacture,1
1918,newspapers,10
1918,computer & network security,1
1918,investment banking,1
1918,airlines/aviation,2
1918,internet,1
1918,furniture,14
1918,plastics,3
1918,luxury goods & jewelry,9
1918,"leisure, travel & tourism",16
1918,e-learning,3
1918,transportation/trucking/railroad,40
1918,machinery,54
1918,public safety,9
1918,management consulting,8
1918,cosmetics,3
1918,real estate,25
1918,chemicals,19
1918,insurance,31
1918,retail,40
1918,publishing,4
1918,facilities services,8
1918,dairy,2
1918,package/freight delivery,2
1918,security and investigations,4
1918,paper & forest products,3
1918,alternative medicine,1
1918,public policy,2
1918,graphic design,1
1918,political organization,9
1918,sports,30
1918,logistics and supply chain,15
1918,medical devices,5
1918,printing,20
1918,primary/secondary education,17
1918,computer hardware,6
1918,law practice,24
1918,individual & family services,9
1918,mental health care,5
1918,fund-raising,5
1918,telecommunications,4
1918,museums and institutions,2
1918,international affairs,4
1918,legal services,11
1918,arts and crafts,1
1918,fishery,2
1918,human resources,2
1918,design,4
1918,textiles,22
1918,civic & social organization,26
1918,import and export,7
1918,maritime,9
1918,"health, wellness and fitness",12
1918,construction,105
1918,philanthropy,13
1918,research,10
1918,utilities,13
1918,military,11
1918,environmental services,7
1918,oil & energy,17
1918,automotive,46
1918,broadcast media,2
1918,pharmaceuticals,11
1918,religious institutions,17
1918,restaurants,7
1918,architecture & planning,2
1918,libraries,8
1918,packaging and containers,9
1918,alternative dispute resolution,1
1918,commercial real estate,1
1918,law enforcement,6
1918,warehousing,1
1918,computer software,3
1918,recreational facilities and services,7
1918,non-profit organization management,101
1918,electrical/electronic manufacturing,30
1918,wine and spirits,9
1918,banking,15
1918,building materials,25
1918,food production,32
1918,government relations,4
1918,aviation & aerospace,6
1918,industrial automation,8
1918,mechanical or industrial engineering,53
1918,marketing and advertising,8
1918,food & beverages,35
1918,investment management,6
1918,entertainment,8
1918,consumer services,7
1918,hospitality,21
1918,performing arts,7
1918,renewables & environment,6
1918,media production,9
1918,writing and editing,1
1918,venture capital & private equity,1
1918,defense & space,2
1918,shipbuilding,3
1918,"glass, ceramics & concrete",4
1918,judiciary,1
1918,information services,7
1918,professional training & coaching,3
1918,public relations and communications,2
1918,program development,1
1919,maritime,19
1919,civic & social organization,65
1919,medical practice,11
1919,utilities,12
1919,events services,11
1919,financial services,26
1919,wholesale,66
1919,legal services,24
1919,real estate,75
1919,oil & energy,36
1919,defense & space,7
1919,non-profit organization management,186
1919,museums and institutions,13
1919,online media,1
1919,broadcast media,5
1919,human resources,2
1919,photography,3
1919,music,8
1919,publishing,16
1919,international trade and development,20
1919,telecommunications,6
1919,apparel & fashion,17
1919,aviation & aerospace,15
1919,food & beverages,50
1919,architecture & planning,23
1919,government administration,47
1919,sports,93
1919,newspapers,23
1919,banking,42
1919,higher education,89
1919,international affairs,7
1919,media production,5
1919,fishery,1
1919,ranching,1
1919,pharmaceuticals,23
1919,design,7
1919,construction,150
1919,mining & metals,27
1919,philanthropy,10
1919,printing,25
1919,individual & family services,21
1919,public safety,7
1919,import and export,8
1919,hospital & health care,60
1919,chemicals,34
1919,accounting,41
1919,civil engineering,15
1919,fine art,3
1919,wine and spirits,12
1919,entertainment,9
1919,religious institutions,20
1919,law enforcement,9
1919,hospitality,44
1919,executive office,3
1919,luxury goods & jewelry,17
1919,textiles,19
1919,internet,2
1919,political organization,15
1919,government relations,18
1919,business supplies and equipment,21
1919,mental health care,6
1919,veterinary,4
1919,dairy,6
1919,package/freight delivery,3
1919,libraries,13
1919,computer software,3
1919,building materials,67
1919,"health, wellness and fitness",16
1919,plastics,4
1919,consumer goods,46
1919,commercial real estate,6
1919,restaurants,5
1919,electrical/electronic manufacturing,55
1919,machinery,95
1919,sporting goods,12
1919,research,18
1919,furniture,27
1919,investment management,4
1919,insurance,109
1919,primary/secondary education,25
1919,public policy,8
1919,military,6
1919,packaging and containers,18
1919,supermarkets,1
1919,farming,28
1919,warehousing,2
1919,graphic design,2
1919,airlines/aviation,7
1919,motion pictures and film,4
1919,information services,7
1919,security and investigations,10
1919,fund-raising,5
1919,railroad manufacture,4
1919,consumer electronics,3
1919,staffing and recruiting,1
1919,writing and editing,1
1919,transportation/trucking/railroad,41
1919,marketing and advertising,32
1919,education management,65
1919,semiconductors,1
1919,food production,39
1919,automotive,115
1919,shipbuilding,5
1919,mechanical or industrial engineering,103
1919,retail,74
1919,"leisure, travel & tourism",15
1919,renewables & environment,5
1919,logistics and supply chain,29
1919,management consulting,9
1919,performing arts,4
1919,paper & forest products,6
1919,recreational facilities and services,17
1919,information technology and services,16
1919,consumer services,6
1919,professional training & coaching,4
1919,facilities services,12
1919,law practice,44
1919,medical devices,18
1919,environmental services,14
1919,program development,2
1919,arts and crafts,3
1919,biotechnology,2
1919,industrial automation,14
1919,e-learning,2
1919,"glass, ceramics & concrete",5
1919,judiciary,4
1919,cosmetics,1
1919,public relations and communications,2
1919,translation and localization,1
1919,investment banking,2
1919,think tanks,5
1920,professional training & coaching,9
1920,packaging and containers,24
1920,sports,74
1920,import and export,11
1920,religious institutions,28
1920,oil & energy,29
1920,food & beverages,59
1920,luxury goods & jewelry,17
1920,mechanical or industrial engineering,84
1920,consumer services,10
1920,primary/secondary education,40
1920,wholesale,53
1920,environmental services,12
1920,medical devices,6
1920,philanthropy,8
1920,building materials,43
1920,entertainment,12
1920,accounting,51
1920,publishing,24
1920,apparel & fashion,33
1920,marketing and advertising,25
1920,international affairs,3
1920,shipbuilding,4
1920,security and investigations,3
1920,"health, wellness and fitness",17
1920,utilities,16
1920,transportation/trucking/railroad,49
1920,consumer goods,45
1920,higher education,56
1920,investment management,5
1920,warehousing,1
1920,political organization,13
1920,food production,74
1920,facilities services,5
1920,information services,4
1920,music,14
1920,civil engineering,12
1920,cosmetics,8
1920,individual & family services,19
1920,libraries,10
1920,online media,3
1920,e-learning,3
1920,"glass, ceramics & concrete",8
1920,venture capital & private equity,2
1920,alternative dispute resolution,1
1920,biotechnology,2
1920,package/freight delivery,1
1920,newspapers,15
1920,public safety,6
1920,wine and spirits,27
1920,farming,21
1920,financial services,26
1920,broadcast media,2
1920,insurance,67
1920,military,11
1920,pharmaceuticals,10
1920,management consulting,6
1920,civic & social organization,53
1920,industrial automation,11
1920,museums and institutions,7
1920,architecture & planning,20
1920,legal services,33
1920,electrical/electronic manufacturing,43
1920,dairy,3
1920,non-profit organization management,131
1920,defense & space,2
1920,plastics,6
1920,paper & forest products,13
1920,research,12
1920,media production,9
1920,"leisure, travel & tourism",14
1920,mental health care,1
1920,human resources,2
1920,sporting goods,4
1920,public policy,6
1920,tobacco,2
1920,program development,2
1920,think tanks,2
1920,outsourcing/offshoring,1
1920,business supplies and equipment,28
1920,construction,150
1920,retail,67
1920,machinery,59
1920,medical practice,13
1920,hospitality,35
1920,recreational facilities and services,18
1920,telecommunications,7
1920,executive office,6
1920,furniture,27
1920,education management,84
1920,real estate,77
1920,events services,8
1920,law enforcement,5
1920,arts and crafts,3
1920,government relations,4
1920,design,9
1920,supermarkets,2
1920,legislative office,1
1920,information technology and services,15
1920,veterinary,7
1920,internet,1
1920,graphic design,3
1920,gambling & casinos,1
1920,fishery,2
1920,textiles,26
1920,motion pictures and film,10
1920,chemicals,34
1920,restaurants,12
1920,logistics and supply chain,35
1920,printing,35
1920,photography,1
1920,government administration,34
1920,banking,40
1920,performing arts,11
1920,maritime,14
1920,fund-raising,4
1920,law practice,51
1920,automotive,66
1920,mining & metals,32
1920,hospital & health care,61
1920,aviation & aerospace,7
1920,railroad manufacture,5
1920,alternative medicine,3
1920,wireless,1
1920,airlines/aviation,12
1920,international trade and development,11
1920,writing and editing,2
1920,staffing and recruiting,2
1920,fine art,5
1920,renewables & environment,5
1920,public relations and communications,2
1920,judiciary,1
1920,computer software,1
1921,fund-raising,11
1921,consumer services,11
1921,hospital & health care,58
1921,airlines/aviation,2
1921,museums and institutions,11
1921,railroad manufacture,3
1921,food production,41
1921,philanthropy,13
1921,packaging and containers,15
1921,research,9
1921,international trade and development,12
1921,translation and localization,1
1921,religious institutions,19
1921,import and export,6
1921,tobacco,2
1921,government relations,4
1921,entertainment,9
1921,animation,1
1921,internet,1
1921,consumer electronics,1
1921,hospitality,39
1921,electrical/electronic manufacturing,52
1921,mechanical or industrial engineering,62
1921,security and investigations,2
1921,mining & metals,25
1921,medical practice,13
1921,legal services,18
1921,plastics,7
1921,higher education,46
1921,civic & social organization,45
1921,textiles,27
1921,public relations and communications,4
1921,consumer goods,38
1921,primary/secondary education,25
1921,education management,47
1921,facilities services,8
1921,real estate,54
1921,information technology and services,27
1921,building materials,66
1921,professional training & coaching,7
1921,management consulting,2
1921,renewables & environment,10
1921,printing,31
1921,utilities,15
1921,law enforcement,7
1921,architecture & planning,14
1921,restaurants,5
1921,design,5
1921,aviation & aerospace,1
1921,military,3
1921,arts and crafts,4
1921,judiciary,1
1921,machinery,62
1921,luxury goods & jewelry,9
1921,construction,121
1921,recreational facilities and services,18
1921,pharmaceuticals,25
1921,banking,43
1921,transportation/trucking/railroad,36
1921,public safety,13
1921,telecommunications,6
1921,publishing,23
1921,oil & energy,35
1921,medical devices,12
1921,sports,66
1921,computer software,5
1921,computer games,1
1921,events services,9
1921,commercial real estate,4
1921,information services,2
1921,media production,4
1921,warehousing,2
1921,program development,1
1921,biotechnology,2
1921,international affairs,1
1921,veterinary,1
1921,automotive,48
1921,"glass, ceramics & concrete",5
1921,government administration,37
1921,supermarkets,4
1921,law practice,33
1921,retail,54
1921,logistics and supply chain,21
1921,chemicals,30
1921,think tanks,3
1921,food & beverages,31
1921,marketing and advertising,20
1921,environmental services,10
1921,newspapers,16
1921,industrial automation,20
1921,wholesale,47
1921,furniture,21
1921,shipbuilding,3
1921,"leisure, travel & tourism",9
1921,civil engineering,16
1921,fine art,3
1921,broadcast media,4
1921,photography,1
1921,performing arts,8
1921,cosmetics,11
1921,writing and editing,3
1921,alternative medicine,1
1921,staffing and recruiting,4
1921,computer hardware,2
1921,investment banking,1
1921,e-learning,2
1921,wine and spirits,10
1921,accounting,27
1921,music,11
1921,"health, wellness and fitness",18
1921,non-profit organization management,128
1921,farming,18
1921,apparel & fashion,13
1921,financial services,17
1921,political organization,5
1921,individual & family services,10
1921,insurance,64
1921,maritime,6
1921,public policy,4
1921,sporting goods,8
1921,semiconductors,2
1921,investment management,3
1921,human resources,3
1921,libraries,15
1921,motion pictures and film,3
1921,paper & forest products,9
1921,capital markets,1
1921,business supplies and equipment,12
1921,defense & space,3
1921,mental health care,1
1922,hospital & health care,49
1922,recreational facilities and services,24
1922,higher education,46
1922,consumer services,16
1922,business supplies and equipment,8
1922,furniture,20
1922,farming,15
1922,newspapers,18
1922,performing arts,10
1922,law enforcement,3
1922,industrial automation,10
1922,medical practice,8
1922,hospitality,39
1922,government relations,7
1922,civil engineering,11
1922,food & beverages,39
1922,accounting,30
1922,biotechnology,1
1922,railroad manufacture,4
1922,renewables & environment,9
1922,public safety,10
1922,research,4
1922,aviation & aerospace,4
1922,investment management,2
1922,automotive,80
1922,motion pictures and film,1
1922,oil & energy,30
1922,wine and spirits,10
1922,machinery,59
1922,insurance,63
1922,wholesale,47
1922,religious institutions,19
1922,information services,9
1922,transportation/trucking/railroad,26
1922,environmental services,9
1922,printing,17
1922,real estate,60
1922,"glass, ceramics & concrete",7
1922,airlines/aviation,4
1922,entertainment,11
1922,writing and editing,1
1922,online media,1
1922,wireless,1
1922,think tanks,2
1922,public relations and communications,3
1922,defense & space,1
1922,building materials,46
1922,education management,51
